Tweet,Geo,Location
@a_rainbow2020 @BJP4Bengal @AmitShah We are already living in Jungle raj in West Bengal,,
"@GaneshT2012 @tathagata2 @YashwantSinha @AITCofficial @BJP4Bengal Mr. Sinha had been a cabinet colleague of Shri #AtalBihariVajpayeeJi, for many years, had served as an IAS officer and a professor before joining politics and you want him to obey your leader! Ridiculous!",,Kolkata
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"Vidisha, India"
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,"West Bengal, India"
You wud mostly defeat in all poll bound  states .,,India
"RT @sourav_sngupta: Who will win the battle of Nandigram? 

Mamata Banerjee: 51.4%

Suvendu Adhikari: 32.7%

Note: This question was not as…",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
@paulagnimitra1 @MamataOfficial @VanathiBJP @MrsGandhi @blsanthosh @VijayaRahatkar @amitmalviya @BJPMM4Bengal @BJP4Bengal @dushyanttgautam @PMOIndia @narendramodi @JPNadda @AmitShah @KailashOnline @shivprakashbjp @MenonArvindBJP @DilipGhoshBJP @Amitava_BJP @smritiirani @BJP4India BJP is shameless woman attacking woman that culture not Bengali culture go somewhere else fashion designer,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @SaketGokhale: Since 2017, BJP's Mukul Roy has occupied the plush Lutyens bungalow at 181 South Avenue illegally &amp; has been allotted it…",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"Mumbai, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"@BJP4Bengal @AmitShah "" .@MamataOfficial ji has always been a fighter. She offered to become a hostage when terrorist captured a plane&amp;took it to Kandahar in1999. She was ready to sacrifice her life in return for the lives of the hostages in the plane,” says @YashwantSinha ji https://t.co/Vkez8GHugp",,Kolkata
RT @paulagnimitra1: I urge @ECISVEEP to direct TMC to remove all pictures of the CM in wheelchair from all platforms &amp; stop this attempt of…,,India
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @BengalWillWin: Fresh jolt to @BJP as former Union Finance&amp;External Affairs Minister, cabinet colleague of Shri #AtalBihariVajpayeeJi, M…",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"M.P.,M.H.,U.P.,G.J, India"
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,"Kolkata, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
RT @RiaRevealed: This is a clear proof of media supporting  @BJP4India,,
"@BJP4Bengal @im_S_pandey Why BJP is not aggressively campaigning in bengal
•make poster of all bjp  worker died in political violence
Let each and every corner of Bengal see these posters 
Let bengal see cruel face of mamta",,ਵਾਹਿ ਗੁਰੂ ਜੀ ਖਾਲਸੇ
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"Bihar Sharif, India"
"RT @goonereol: The accussed k2@ have not only been welcomed in Bjp but also got a Y plus central security. 

@BJP4Bengal is seriously cross…",,"Bhubaneshwar, India"
"@Prakash12Joshi @BJP4Bengal @AmitShah "" .@MamataOfficial ji has always been a fighter. She offered to become a hostage when terrorist captured a plane&amp;took it to Kandahar in1999. She was ready to sacrifice her life in return for the lives of the hostages in the plane,” says @YashwantSinha ji https://t.co/Vkez8GHugp",,Kolkata
"@RAKESHBJP7712 @BJP4Bengal @AmitShah "" .@MamataOfficial ji has always been a fighter. She offered to become a hostage when terrorist captured a plane&amp;took it to Kandahar in1999. She was ready to sacrifice her life in return for the lives of the hostages in the plane,” says @YashwantSinha ji https://t.co/Vkez8GHugp",,Kolkata
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"Lucknow, India"
"RT @briflynews: Former BJP leader and Union Minister Yashwant Sinha joined Trinamool Congress days ahead of the assembly 
@YashwantSinha…",,"Darjeeling, Gorkhaland, India."
@BJP4Bengal Best Campaign ever 🙏 https://t.co/bNvjz96m5z,,
@bansodsada @smritiirani @narendramodi @BJP4India @BJP4Bengal @SuvenduWB You are not the only person alive in Bengal to decide what is cheating. This is a state government election. The focus is on TMC report card. Tolabaji cut-money are the issues. Central Government gave its report card in 2019 on the basis of which it was reflected.,,India
Will fall flat on his face... That's the reason Amit Shah not taking responsibility.. BJP knows that they will be the same seat share..,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,"कोलकाता, भारत"
"RT @ANI: There is a lack of employment opportunities in the State. To bring change, we need to remove this TMC. TMC has turned into a priva…",,
"Hey @BJP4Bengal, this Assembly Election is Very Challenging.
Unlike @BJP4Delhi, work DILIGENTLY.
Do NOT leave any stone unturned.
Don't be Over Confident.
The Leaders will do Rallies and Public Meetings.
KARYKARTAs must go for 'HOME to HOME' Campaign.
This is the Key to Victory.",,India
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,INDIA
@SomMandalBJP @iSengarAjayy @TajinderBagga @KapilMishra_IND @SuvenduWB @DilipGhoshBJP @KailashOnline What a way to win elections!!!! Get slapped!!! Fall!! Attack drama!! Drench in rain!!! Temple run!!crocodile tears!!!Now wheelchair!!! Politician taking their acting skills seriously...,,"Mumbai, India"
"RT @SaketGokhale: While the CBI continues to summon @AITCofficial leaders in the middle of elections, Saradha Scam prime accused Mukul Roy…",,
RT @atanuacharya: CM MAMATA BANERJEE INJURED IN NANDIGRAM... IT'S SIMILAR LIKE THIS VIDEO CLIPS... EXCELLENT IDEA.... GREAT DRAMA FOR DEMOC…,,"Baghpat, India"
RT @RiaRevealed: This is a clear proof of media supporting  @BJP4India,,India
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"Patna, India"
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
@SomMandalBJP @TajinderBagga @KapilMishra_IND @SuvenduWB @DilipGhoshBJP @KailashOnline So bad,,
RT @RiaRevealed: This is a clear proof of media supporting  @BJP4India,,"Mumbai , INDIA"
"The only goal of PM ModiJi is to build a Bengal that is free from goondaism, hooliganism, terror, to make #Bengal free from tyrants! To build a “Sonar Bangla”.
@BJP4Bengal @BJP4India https://t.co/7WuQsE1MPR",,"New Delhi, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
"RT @TimesNow: People ready for Mamata Banerjee’s 'visarjan': BJP’s @DilipGhoshBJP. | #May2WithTimesNow

https://t.co/P8V9YDqswA",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @RahulSinhaBJP: Sharing a moment from Kolkata Airport before leaving for Delhi for an Urgent Election Meeting with @DilipGhoshBJP, @SuPr…",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"Varanasi, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
RT @paulagnimitra1: I urge @ECISVEEP to direct TMC to remove all pictures of the CM in wheelchair from all platforms &amp; stop this attempt of…,,
"@BJP4Bengal @me_locket Why BJP is not aggressively campaigning in bengal
•make poster of all bjp  worker died in political violence
Let each and every corner of Bengal see these posters 
Let bengal see cruel face of mamta",,ਵਾਹਿ ਗੁਰੂ ਜੀ ਖਾਲਸੇ
"On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes the hot seat and speaks on debate over BJP’s CM face in Bengal polls.

Watch #FranklySpeakingWithDilipGhosh at 10 PM; Sun 10 AM &amp; 8 PM. https://t.co/1l0WKtHSgG",,India
"WB BJP chief Dilip Ghosh said that the party has to fulfil its long-cherished mission of winning the state not only to expand ideological footprint but also to secure India's eastern borders, which have turned into a ""transit point for terror elements""  https://t.co/ruG60l3mxD",,
"RT @SomnThSaha1: Cartoon #MamtaBanerjee 😆

@BJP4Bengal @DilipGhoshBJP @TajinderBagga @BjpBiplab @BJYMNABADAL @yoursdharm @amitmalviya @sanj…",,Ahmadabad
RT @AninBanerjee: Can something be eaten without something being cooked? :) BJP MP @me_locket with TMC MP and Suvendu Adhikari's father Sis…,,Delhi NCR
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"@BJP4Bengal Bharat Mataki Joy,Joy Shree Ram,Joy Joy Shree https://t.co/yaZHbfpAPq hooo. BJP Sarkar Hobe Ebar West Bengal.",,
"RT @smritiirani: Didi says Khela Hobe, she is right! 

She is playing with lives of common people of Bengal, dignity of Bengali women &amp; pro…",, India
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"Delhi, India"
"For kind attention of @ECISVEEP  
@WBPolice  and
@KolkataPolice

@BJP4Bengal  leader is using abusive language against @AITCofficial Candidate of 116 Bidhannagar Assembly Constituency  @sujitboseaitc",,
RT @EconomicTimes: WB BJP chief Dilip Ghosh said that the party has to fulfil its long-cherished mission of winning the state not only to e…,,Sirohi (Raj.)
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"Paschim Banga, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"Belgharia, Kolkata"
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"Hyderabad, India"
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
"For kind attention of @ECISVEEP  
@WBPolice  and
@KolkataPolice

@BJP4Bengal  leader is using abusive language against @AITCofficial Candidate of 116 Bidhannagar Assembly Constituency  @sujitboseaitc https://t.co/okciEhjjrF",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,Haldia
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,Lalgarh
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,Paschim Medinipur
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
"RT @RahulSinhaBJP: Sharing a moment from Kolkata Airport before leaving for Delhi for an Urgent Election Meeting with @DilipGhoshBJP, @SuPr…",,
"RT @PynePulak: For kind attention of @ECISVEEP  
@WBPolice  and
@KolkataPolice

@BJP4Bengal  leader is using abusive language against @AITC…",,
@pijush_Ghosh93 @AITCofficial @YashwantSinha @MamataOfficial @BJP4Bengal Yeah now that he left bjp you'll obviously call him garbage 🤣🤣😂😂😂👍👍👍👍👍👍,,
@SomMandalBJP @TajinderBagga @KapilMishra_IND @SuvenduWB @DilipGhoshBJP @KailashOnline Very bad thinking,,
"Agar Kiseeko fracture huwa WB chalejao..
24 hrs mein Wheel Chair 💺🪑 pe..Very Good",,Bengaluru Naya Bharat 
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
@RahulSinhaBJP @NisithPramanik @KailashOnline @BJP4Bengal @Amitava_BJP @RajibBanerjeeWB Joy sree ram,,
"@DilipGhoshBJP @narendramodi Why BJP is not aggressively campaigning in bengal
•make poster of all bjp  worker died in political violence
Let each and every corner of Bengal see these posters 
Let bengal see cruel face of mamta",,ਵਾਹਿ ਗੁਰੂ ਜੀ ਖਾਲਸੇ
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
@abhishekaitc @BJP4Bengal Drama 🎭 Queen 👸 of INDIA 🇮🇳 She Deserve OSCAR for BEST ACTING of CENTURY @TarekFatah @BJP4Bengal @DilipGhoshBJP @adhirrcinc @CPIM_WESTBENGAL,,"Naihati, Kolkata"
"@SudarshanNewsTV @DilipGhoshBJP @BJP4Bengal @MamataOfficial @amitmalviya @drsanjaymayukh Why BJP is not aggressively campaigning in bengal
•make poster of all bjp  worker died in political violence
Let each and every corner of Bengal see these posters 
Let bengal see cruel face of mamta",,ਵਾਹਿ ਗੁਰੂ ਜੀ ਖਾਲਸੇ
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",, Nandigram / Purba Medinipur
"RT @Paayel_12353: Welcome to the world’s largest political party @srabantismile. 

Best wishes as you start an exciting journey under the l…",,
@ScorpionIntrud1 @Plchakraborty @JPNadda @sambitswaraj @KailashOnline @DilipGhoshBJP @ARanganathan72 @TajinderBagga @BJYM @KapilMishra_IND Shameless BJP,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"New Delhi, India"
RT @EconomicTimes: WB BJP chief Dilip Ghosh said that the party has to fulfil its long-cherished mission of winning the state not only to e…,,India
"RT @TimesNow: This weekend, on Frankly Speaking, West Bengal BJP President @DilipGhoshBJP joins Navika Kumar and opens up on @MamataOfficia…",,Kolkata/Delhi/Bengaluru
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,slon RBL up
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"Goa, India"
@hiran_chatterji @DilipGhoshBJP @BJP4India @BJP4Bengal Joy shri ram,,
"RT @PynePulak: For kind attention of @ECISVEEP  
@WBPolice  and
@KolkataPolice

@BJP4Bengal  leader is using abusive language against @AITC…",,South DinajPur.West Bengal.ind
"@BJP4Bengal Copying TMC. 

#Modi has already made up his mind. https://t.co/w7iJd2RxlN",,
"RT @Paayel_12353: नमस्कार |

It’s an absolute privilege to be a part of the world’s largest political party @BJP4India @BJP4Bengal . 

My s…",,
"RT @SuvenduWB: Tomorrow (February 25), I will be participating in the #PoribortonYatra of the @BJP4Bengal.

I will attend a #MegaPublicRall…",,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,Chandigarh  India 
"RT @aruna_choudhury: Last night, Garfa police siezed Shiva Idol from Dist office area.BJP woman workers offered worship on the streets in p…",,
"@BJP4Bengal @AmitShah Let's make""Sonar Bangla"" together.",,"Kolkata, West Bengal, India"
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"तमलुक, भारत"
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"West Bengal, India"
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"Tamluk, India"
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
@ScorpionIntrud1 @Plchakraborty @JPNadda @sambitswaraj @KailashOnline @DilipGhoshBJP @ARanganathan72 @TajinderBagga @BJYM @KapilMishra_IND BJP wants M votes!!,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"Kolkata, India"
RT @DulalAdhikary11: @KishorBarmanBJP @BJP4Bengal Joy sree Ram,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @EconomicTimes: WB BJP chief Dilip Ghosh said that the party has to fulfil its long-cherished mission of winning the state not only to e…,,Chennai
"RT @TMC_Again: .@BJP4Bengal after 02 May 2021

Retweet if you agree!!

#NoVoteToBJP
#BengalRejectsBJP
#IsSwamyJoiningTMC https://t.co/vC9uf…",,Kolkata
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"West Bengal, India"
"RT @sourav_sngupta: Who will win the battle of Nandigram? 

Mamata Banerjee: 51.4%

Suvendu Adhikari: 32.7%

Note: This question was not as…",,
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"Punsia Bazar, Banka,Bihar"
@BJP4Bengal @Dayasha26107051 @AmitShah BENGAL FOR BJP,,India
"RT @TimesNow: This weekend, on Frankly Speaking, West Bengal BJP President @DilipGhoshBJP joins Navika Kumar and opens up on @MamataOfficia…",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @RahulSinhaBJP: Sharing a moment from Kolkata Airport before leaving for Delhi for an Urgent Election Meeting with @DilipGhoshBJP, @SuPr…",,
"RT @PriyataB: #newvideoalert #epicentre 

Bengal BJP chief @DilipGhoshBJP gets candid over the upcoming #BengalElections2021 on Epicentre,…",,
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @SreyashiDey: @BJP4Bengal MP #LocketChatterjee to meet #TMC MP #ShishirAdhikari shortly at his residence. 

#BattleForBengal.",,"Kolkata, India"
"Highlights of press conference of Bihar Revenue &amp; Land Reforms Minister Ramsurat Rai👇
#BattleForBengal @RahulGandhi 
@INCIndia @arivalayam @AIADMKOfficial @AITCofficial @BJP4Bengal @INCWestBengal
@NitishKumar @BJP4India @narendramodi @BJP4Bihar 
@Jduonline @RJDforIndia https://t.co/B9zWFrgqqQ",,India
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @thewire_in: With Mamata Banerjee and Suvendu Adhikari have attempted repeatedly to cement their 'upper' caste Hindi credo, the history…",,"Bhubaneshwar, India"
"RT @RahulSinhaBJP: Sharing a moment from Kolkata Airport before leaving for Delhi for an Urgent Election Meeting with @DilipGhoshBJP, @SuPr…",,
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
"RT @TMC_Again: .@BJP4Bengal after 02 May 2021

Retweet if you agree!!

#NoVoteToBJP
#BengalRejectsBJP
#IsSwamyJoiningTMC https://t.co/vC9uf…",,
"RT @PriyataB: #newvideoalert #epicentre 

Bengal BJP chief @DilipGhoshBJP gets candid over the upcoming #BengalElections2021 on Epicentre,…",,"West Bengal, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"@BJP4Bengal @TMC @AITCofficial 
I did not find single scheme by state govt and central govt that really helped urban poor. Banking system only help creamy people. I have salary act but not a single bank helping me during my crisis. Do not give vote to BJP",,"कोलकाता, भारत"
"RT @TimesNow: This weekend, on Frankly Speaking, West Bengal BJP President @DilipGhoshBJP joins Navika Kumar and opens up on @MamataOfficia…",,"West Bengal, India"
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,"West Bengal, India"
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
@hiran_chatterji @DilipGhoshBJP @BJP4Bengal @BJP4India Mutation of properties in North 24 Parganas is big issue and lakhs of peoples had been disappointed from long time. Please address this issue.,,kolkata
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"Thankyou @IamSumanDe for your questions to abbas siddiqui....my question to ISF ,why they don't give candidate in non-muslim area,while they are secular party?? @salimdotcomrade @Sujan_Speak @narendramodi @AmitShah @Amitava_BJP @MukulR_Official @DilipGhoshBJP @keyakahe @SuvenduWB",,"West Bengal, India"
@TMC_Again @BJP4Bengal Mamata will be thrown in Dustbin. An arrogant atrocious lady cheating poor Bengalis.. A lady thug.,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @paulagnimitra1: I urge @ECISVEEP to direct TMC to remove all pictures of the CM in wheelchair from all platforms &amp; stop this attempt of…,,"Dinhata, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,"Saharsa, India"
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"Goa, India"
"@YashwantSinha A greedy, ungrateful and bigotricly ambitious politician is Yashwant Sinha. Basically shameless creature .He took every favour during 1996-2004,indeed a fair weather friend of BJP @Tejasvi_Surya @JPNadda @DilipGhoshBJP @jdhankhar1",,
"RT @dassankirtan4: @YashwantSinha A greedy, ungrateful and bigotricly ambitious politician is Yashwant Sinha. Basically shameless creature…",,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,Bangalore
RT @EconomicTimes: WB BJP chief Dilip Ghosh said that the party has to fulfil its long-cherished mission of winning the state not only to e…,,"Southern California, U.S."
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
RT @SomMandalBJP: What an insult! Mamata Banerjee's feet above Maa Kali's head! Even minister Shashi Panja is ignoring it while painting th…,,
