Tweet,Geo,Location
RT @aitcsupriya: Former Union Minister @YashwantSinha joins the @AITCofficial family to fight with @MamataOfficial against the draconian fo…,,"West Bengal, India"
"RT @paulagnimitra1: PM @narendramodi 's message in visitor's book at Sabarmati Ashram 🙏
@prahladspatel @VanathiBJP @MrsGandhi @blsanthosh @…",,
RT @sushantsareen: How many languages do you speak @smritiirani and so fluently? Mind boggling really,,
@narendramodi_in @BJP4Bengal Change is not possible...,,
@DilipGhoshBJP Many thanks,,"West Bengal, India"
"RT @SaketGokhale: Like Saradha scam accused Mukul Roy, another such bungalow has been occupied for years by Bajrang Dal founder Vinay Katiy…",,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,Mangaluru. Madras. Bengaluru.
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
"RT @SaketGokhale: While the CBI continues to summon @AITCofficial leaders in the middle of elections, Saradha Scam prime accused Mukul Roy…",,India
@BJP4Bengal Is it from any Movie? Wht's th name of th Movie?,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",, 🇮🇳 
"RT @itspcofficial: Wonder how ""politically neutral"" eye-witnesses are getting opportunities to host lunches for key leaders of @BJP4Bengal…",,India
"RT @SaketGokhale: Since 2017, BJP's Mukul Roy has occupied the plush Lutyens bungalow at 181 South Avenue illegally &amp; has been allotted it…",,India
"RT @RahulSinhaBJP: Sharing a moment from Kolkata Airport before leaving for Delhi for an Urgent Election Meeting with @DilipGhoshBJP, @SuPr…",,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,India
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"भारत, India"
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"New Delhi, India"
"RT @SaketGokhale: HOWEVER, here's the catch: Chairman of the House Committee of the Rajya Sabha can keep extending the duration as he wishe…",,"New Delhi, India"
@DilipGhoshBJP Thanks,,"West Bengal, India"
RT @SaketGokhale: Why is Saradha Scam accused Mukul Roy being allowed to live in a plush Lutyens bungalow meant only for MPs illegally sinc…,,"New Delhi, India"
"RT @SaketGokhale: Like Saradha scam accused Mukul Roy, another such bungalow has been occupied for years by Bajrang Dal founder Vinay Katiy…",,India
@SaketGokhale @AITCofficial @swapan55 Mukul Roy is considered a saint because he is in the BJP and he is also involved in this scam,,Chennai
"@JPNadda @OfficeofJPNadda @AmitShah @BJP4Bengal the Bengal election is turning out to be the same as   Delhi election. Where it seemed as if nothing cud stop @BJP4Delhi  from forming govt. However, @AamAadmiParty got d majority. Same situation is in Bengal election media coverage",,India
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"الدمام, المملكة العربية السعود"
"RT @SaketGokhale: HOWEVER, here's the catch: Chairman of the House Committee of the Rajya Sabha can keep extending the duration as he wishe…",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"Chandigarh, India."
@timesofindia Please give Rs15 lakhs then will cast vote for you. @smritiirani @DilipGhoshBJP,,India
"RT @SaketGokhale: HOWEVER, here's the catch: Chairman of the House Committee of the Rajya Sabha can keep extending the duration as he wishe…",,India
@night_watchman2 @SaketGokhale @AITCofficial @swapan55 Mukul Roy is considered a saint because he is in the BJP and he is also involved in this scam,,Chennai
RT @SaketGokhale: Why is Saradha Scam accused Mukul Roy being allowed to live in a plush Lutyens bungalow meant only for MPs illegally sinc…,,India
"RT @TimesNow: On Frankly Speaking with Navika Kumar, man executing BJP's 'Mission 200' &amp; West Bengal BJP President @DilipGhoshBJP, takes th…",,
"@DrRijuDutta_TMC @YashwantSinha @AITCofficial @MamataOfficial @BJP4Bengal @derekobrienmp @ItsYourDev @BanglarGorboMB @aitcsudip @NilanjanDas_ @PrashantKishor Correct decision by @YashwantSinha ji. It would be better, had he joined during last Parliamentary Election . This BJP Party Leaders's  principle, activities &amp; actions ;not at fit for him.",,
@DilipGhoshBJP Thanks,,"West Bengal, India"
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"Amethi, India"
"@RahulSinhaBJP @DilipGhoshBJP @SuPriyoBabul @Amitava_BJP @SuvenduWB @RajibBanerjeeWB Sorry to say this party don't reply, neither they give values to party workers. I am a bonafied worker with Party Card. But .....",,
RT @republic: Dilip Ghosh says 'Party to finalise third list of BJP candidates in Bengal' by March 13 https://t.co/xFMtRxR2iu,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"Pasig City, National Capital R"
"Apart from given tickets to filmi stars...Didi is amazingly inspired by them as well..But Alas Public is not fool enough 😂
@BJP4Bengal @AmitShah @RAULSOM @dpradhanbjp @mp_office https://t.co/xMANYHwgYT",,"Sector 137, Noida"
RT @byadavbjp: Going to meet officials of the Election Commission of India at 5.30 pm to raise concerns @BJP4Bengal has with the ongoing Be…,,"Sector 12, Gandhinagar"
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,
@RKRadhakrishn Mukul Roy is considered a saint because he is in the BJP and he is also involved in this scam,,Chennai
RT @PradiptoGanguly: Apart from given tickets to filmi stars...Didi is amazingly inspired by them as well..But Alas Public is not fool enou…,,
RT @PradiptoGanguly: Apart from given tickets to filmi stars...Didi is amazingly inspired by them as well..But Alas Public is not fool enou…,,
@smritiirani @narendramodi @BJP4India @BJP4Bengal @SuvenduWB In mute she seems to be threatening crowd only. What drive this confidence @narendramodi ji.,,"Versova, Mumbai"
@PradipS40845951 @RahulSinhaBJP @DilipGhoshBJP @SuPriyoBabul @Amitava_BJP @SuvenduWB @RajibBanerjeeWB Good views but who will do door to door campaign? Because everyone has family to feed???? No job no money.....,,
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,erode
"RT @birbandar4: Drama Queen mamta exposed by local people of Nandigram. 
@BJP4Bengal
#FakeItLikePishi https://t.co/72xUu3ER5O",,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
"RT @PriyataB: #newvideoalert #epicentre 

Bengal BJP chief @DilipGhoshBJP gets candid over the upcoming #BengalElections2021 on Epicentre,…",,
"If Democracy is for SALE

It is NOT _  Democracy

It Is TRADE

@ndtvindia @ravishndtv @sardesairajdeep  @thewire_in @ZeeNewsEnglish @INCIndia @BJP4Bengal @MirrorNow  @the_hindu @newslaundry",,
RT @PradiptoGanguly: Apart from given tickets to filmi stars...Didi is amazingly inspired by them as well..But Alas Public is not fool enou…,,
"RT @birbandar4: #FakeItLikePishi
Now people of Bengal has clearly seen the truth !
You have seen your loss from your eyes !
No more dramati…",,
"RT @atanuacharya: Above 80 years old ago grand mothers visited brigade ground in Kolkata for listening primer Minister modiji speech.
@HIND…",,"Lucknow, India"
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,MYSORE
@BJP4Bengal Next 😁 https://t.co/co5QWcPgPR,,"Kolkata, India"
"RT @bjp_shyampukur: Chronology of mamta accident;
1.didi hanging on car gate
2.the gate hit with a iron pillar
3.didi got hurt
4.tmc think…",,
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,
"RT @BhimSha26159551: #FakeItLikePishi 
(Source : WA forward)
@BJP4Bengal https://t.co/4wxZTieaQD",,
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
"RT @NirmalRoyJmd: RT @UttamKu59193380: Drama Queen mamta exposed by local people of Nandigram. 
@BJP4Bengal
#FakeItLikePishi https://t.co/D…",,
"@SumantaWBTMCP @RahulSinhaBJP @DilipGhoshBJP @SuPriyoBabul @Amitava_BJP @SuvenduWB @RajibBanerjeeWB Mr. Sen they will not become patha, they have Cr's in Bank...we will become Patha",,
"@JyotirmayBJP @BJP4India @BJP4Bengal @BJPLive @BJYMinWB @bjpsamvad @purulia_bjp @BJPSamvadWB My vote will be go for ....BJP 
Bharat Mata Ki Jai",,
👍 follow @SangthanSatark,,New Delhi 
"RT @UttamKu59193380: Drama Queen mamta exposed by local people of Nandigram. 
@BJP4Bengal
#FakeItLikePishi https://t.co/SFnlh2eGDb",,
"RT @ShefaliJaiHind: Instead of sympathy, peoples are laughing in this #Nautanki @Shehzad_Ind @tathagata2 @DilipGhoshBJP @KailashOnline @Suv…",,"Saharanpur, India"
"RT @KakaliBisui: Drama Queen mamta exposed by local people of Nandigram. 
@BJP4Bengal
#FakeItLikePishi https://t.co/w3fbvRe7ur",,
"@abhishekaitc @sayani06 @BJP4Bengal Plaster to Crap bandage in 2 days?!!!!

#KitnaGregiMamta
#JoothiMamta",,"Ahmedabad,India"
"RT @Santanurc1958: This is Super Speciality Hospital in Nandigram. The hospital is so developed it cannot treat hairline fracture.

#FakeIt…",,malancha 24 pgs N
"RT @PriyataB: #newvideoalert #epicentre 

Bengal BJP chief @DilipGhoshBJP gets candid over the upcoming #BengalElections2021 on Epicentre,…",,
"RT @paulagnimitra1: PM @narendramodi 's message in visitor's book at Sabarmati Ashram 🙏
@prahladspatel @VanathiBJP @MrsGandhi @blsanthosh @…",,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"Cochin, India"
"RT @dassankirtan4: @DilipGhoshBJP As a Vaishnava Sadhu,I am praying and doing rituals to make Bengal free from the evil clutches of Pro Ban…",,Baharan
RT @AJOYKUMARSARKA2: @timesofindia Please give Rs15 lakhs then will cast vote for you. @smritiirani @DilipGhoshBJP,,
RT @PradiptoGanguly: Apart from given tickets to filmi stars...Didi is amazingly inspired by them as well..But Alas Public is not fool enou…,,
"RT @SuvenduWB: Tomorrow (March 12), I will be at the #Haldia SDO's Office in order to file my Nomination as the @BJP4India Candidate from #…",,
"RT @CNNnews18: Mamata knows she will lose the elections, hence she is trying to gain sympathy: BJP Bengal Chief, Dilip Ghosh (@DilipGhoshBJ…",,
"RT @PriyataB: #newvideoalert #epicentre 

Bengal BJP chief @DilipGhoshBJP gets candid over the upcoming #BengalElections2021 on Epicentre,…",,India
RT @dassankirtan4: @DilipGhoshBJP I urge Hon'ble ECI to remove the Chief Secretary of West Bengal who often works as stooge to TMC with imm…,,Baharan
Too much complaining and trying to prove others wrong doesn't work long term. #WestBengalElection2021 #Trinamool,,Mumbai
RT @YathavatM: Actually happening Source for TMC and PK @PCheppudira @porbotialora @AbhishBanerj @Iyervval @UnSubtleDesi @rahulroushan @BJP…,,"Bengaluru South, India"
@BikashG38079119 @RahulSinhaBJP @DilipGhoshBJP @SuPriyoBabul @Amitava_BJP @SuvenduWB @RajibBanerjeeWB What is the point doing so? What we will get....just wasting our net &amp; time...ALL ARE SAME,,
RT @SaketGokhale: Why is Saradha Scam accused Mukul Roy being allowed to live in a plush Lutyens bungalow meant only for MPs illegally sinc…,,Here & There
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,"Shalimar Bagh, New Delhi"
@tarunchughbjp @narendramodi @narendramodi_in @AmitShah @AmitShahOffice @JPNadda @OfficeofJPNadda @BJP4India @KailashOnline @DilipGhoshBJP Jai Hind,,"Krishna Nagar, Delhi"
@arupbdn @RahulSinhaBJP @DilipGhoshBJP @SuPriyoBabul @Amitava_BJP @SuvenduWB @RajibBanerjeeWB Your name will not be there for sure...coz it goes to them who have MONEY,,
"RT @SaketGokhale: Since 2017, BJP's Mukul Roy has occupied the plush Lutyens bungalow at 181 South Avenue illegally &amp; has been allotted it…",,
"RT @smritiirani: Didi says Khela Hobe, she is right! 

She is playing with lives of common people of Bengal, dignity of Bengali women &amp; pro…",,
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,Earth
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,Since 2010
"Gurugram : Lightening strike caught on CCTV camera at Vatika City.
@BJP4Keralam @INCKerala
@BJP4Puducherry @INCPuducherry @BJP4Assam @INCAssam @arivalayam @AIADMKOfficial @AITCofficial @BJP4Bengal @INCWestBengal
@NitishKumar @RahulGandhi 
@INCIndia @BJP4India @narendramodi https://t.co/GTS08MpSHR",,India
"Next 😁
@BJP4India @hiran_chatterji @DilipGhoshBJP @tathagata2 @SuPriyoBabul @abbas_nighat https://t.co/S2gJS8jl5i",,"Kolkata, India"
"RT @smritiirani: Didi says Khela Hobe, she is right! 

She is playing with lives of common people of Bengal, dignity of Bengali women &amp; pro…",,"Varanasi, India"
"Imagine losing Suvendu Adhikari and consoling yourself with Yashwant Sinha. 

Imagine being the TMC.",,"Shillong, Meghalaya"
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
"RT @smritiirani: Didi says Khela Hobe, she is right! 

She is playing with lives of common people of Bengal, dignity of Bengali women &amp; pro…",,
"@nakspeaking @paulagnimitra1 @MamataOfficial @VanathiBJP @MrsGandhi @blsanthosh @VijayaRahatkar @amitmalviya @BJPMM4Bengal @BJP4Bengal @dushyanttgautam @PMOIndia @narendramodi @JPNadda @AmitShah @KailashOnline @shivprakashbjp @MenonArvindBJP @DilipGhoshBJP @Amitava_BJP @smritiirani @BJP4India Since many people are questioning authenticity of ABP, here docs clearly mentioned applying of fresh cast before discharge. https://t.co/0INfoBSJua",,
Sushanta banerjee EX DME of West Bengal has a bad record in service and all the faculty member of education service has a bad impression against him .He should not get the candidature of this election from the BJP. #dilipghosh #@jay_majumdar #NarendraModi,,
"@BJP4Bengal 
CBI should investigate.",,
RT @DrTusharkantiS2: Sushanta banerjee EX DME of West Bengal has a bad record in service and all the faculty member of education service ha…,,
"RT @SinghaUttara: @BJP4Bengal Brace yourselves to see the power of people of BENGAL on Sunday, May 2nd. You tried to destroy the democracy…",,"Haldia, India"
RT @sushantsareen: How many languages do you speak @smritiirani and so fluently? Mind boggling really,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"@BengalWillWin @tathagata2 @BJP4Bengal Drama your idol did, not ours. 😂😂",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
RT @sushantsareen: How many languages do you speak @smritiirani and so fluently? Mind boggling really,,
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
"RT @smritiirani: Didi says Khela Hobe, she is right! 

She is playing with lives of common people of Bengal, dignity of Bengali women &amp; pro…",,"Mumbai, India"
"BUT,SHE IS UNSTOPPABLE AND PROFESSIONAL ACTRESS,NO ONE CAN STOP HER ,SHE WILL PLAY THE GAME , SITTING ON HER WHEELCHAIR.

PRESS THE EVM BUTTON SENSIBLY

@ShipraDUTTA16",,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
"RT @NilanjanDas_: Young, low IQ friends of @BJP4Bengal dancing to the tune of @ItsYourDev’s #KhelaHobe 
😂😂 https://t.co/J7Z4qLuhGg",,"राजस्थान, भारत"
"RT @smritiirani: Didi says Khela Hobe, she is right! 

She is playing with lives of common people of Bengal, dignity of Bengali women &amp; pro…",,India
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,Chennai
"RT @SaketGokhale: Since 2017, BJP's Mukul Roy has occupied the plush Lutyens bungalow at 181 South Avenue illegally &amp; has been allotted it…",,Chennai
"RT @SaketGokhale: Like Saradha scam accused Mukul Roy, another such bungalow has been occupied for years by Bajrang Dal founder Vinay Katiy…",,Chennai
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,
"RT @SaketGokhale: HOWEVER, here's the catch: Chairman of the House Committee of the Rajya Sabha can keep extending the duration as he wishe…",,Chennai
RT @anusham_n: Smriti Irani ji we need your help in Coimbatore South too.,,Chennai
RT @SaketGokhale: Why is Saradha Scam accused Mukul Roy being allowed to live in a plush Lutyens bungalow meant only for MPs illegally sinc…,,Chennai
"RT @TheDailyPioneer: Former Union minister #YashwantSinha, A bitter critic of Prime Minister #NarendraModi regime, on Saturday joined #Trin…",,"Nagpur, India"
RT @ANI: #WATCH | West Bengal BJP chief Dilip Ghosh on whether Nandigram incident involving injury to Chief Minister Mamata Banerjee will i…,,"Kolkata, India"
"RT @threadreaderapp: @Scout_Captain_ Hola, here is your unroll: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a… https…",,Chennai
"@PIBKolkata @BJP4Bengal @DilipGhoshBJP @MamataOfficial @ArjunsinghWB @SRKFC1 @nusratchirps @RozanaSpokesman @SreyashiDey  

In attaining our ideas, our means should be as pure as the end  - Dr. Rajendra Prasad 

Jai Jawan- Jai Kisan - Please vote wisely 
#battleforbengal2021 https://t.co/j5ASDQTMvn",,"Hyderabad, India"
"RT @SaketGokhale: While the CBI continues to summon @AITCofficial leaders in the middle of elections, Saradha Scam prime accused Mukul Roy…",,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
RT @smritiirani: Joined @dpradhanbjp Ji &amp; karyakartas of @BJP4Bengal in supporting @SuvenduWB Ji as he filed his nomination from Nandigram…,,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"Adfa, Wales"
"RT @SaketGokhale: Since 2017, BJP's Mukul Roy has occupied the plush Lutyens bungalow at 181 South Avenue illegally &amp; has been allotted it…",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,Hindustan 
"RT @SaketGokhale: Like Saradha scam accused Mukul Roy, another such bungalow has been occupied for years by Bajrang Dal founder Vinay Katiy…",,
RT @atanuacharya: Vote politics for West Bengal didir plan. Now tmc party given health food item free from class nine to twelve class stude…,,
"RT @atanuacharya: Anabardho Rudra ... Real fact for   West Bengal but funny video.
@HINDUSTANIRUDR1
@BJP4Bengal
@narendramodi
https://t.co/…",,
"RT @atanuacharya: All bjp party Kormi in different both in Naihati, West Bengal busy with lokkhosonarbangla prachar KORMASUCHI.
@HINDUSTANI…",,
"For those who do not  understand Bengali ..... A clip from a movie, depicting exactly what our Mamata Didi is doing in Kolkata 😂😂@BJP4Bengal @BJP4India https://t.co/DfyJ3Wm8St",,"Jamshedpur, India"
"RT @SaketGokhale: HOWEVER, here's the catch: Chairman of the House Committee of the Rajya Sabha can keep extending the duration as he wishe…",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"Gujarat, India"
RT @SaketGokhale: Why is Saradha Scam accused Mukul Roy being allowed to live in a plush Lutyens bungalow meant only for MPs illegally sinc…,,
"@DChaurasia2312 @BJP4Bengal eating cream from @AITCofficial , but TMC eating shit from BJP..😂",,Bangalore
"Is Bengal election going to be fought on attack, counter attack &amp; drama vs drama?

‘We work on principle of Sabka Saath, Sabka Vikas’, says Bengal BJP President @DilipGhoshBJP on Frankly Speaking with Navika Kumar.

Watch #FranklySpeakingWithDilipGhosh at 10 PM; Sun 10 AM &amp; 8 PM. https://t.co/hNCqmvOLm7",,India
"RT @SaketGokhale: While the CBI continues to summon @AITCofficial leaders in the middle of elections, Saradha Scam prime accused Mukul Roy…",,
"RT @TimesNow: Is Bengal election going to be fought on attack, counter attack &amp; drama vs drama?

‘We work on principle of Sabka Saath, Sabk…",,
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,"Pune, India"
"RT @Kaamdar_prasant: @RakeshTikaitBKU toolkit OF #andolanjivi 

#पाखंड_मुक्त_भारत #CongressMukTBharat #DalalMuktBharta 

@ArvindKejriwal
@R…",,"Delhi, NY"
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
@hiran_chatterji @DilipGhoshBJP @BJP4India @BJP4Bengal Joy Joy Shree Ram 🙏🙏🙏,,"कोलकाता, भारत"
"@Plchakraborty What nonsense @JPNadda ji?
You induct someone in party who was alleged to have killed bjp karykarta and now giving this level security?
@sambitswaraj @KailashOnline @DilipGhoshBJP @ARanganathan72 @TajinderBagga @BJYM @KapilMishra_IND",,
"RT @Kaamdar_prasant: @RakeshTikaitBKU toolkit OF #andolanjivi 

#पाखंड_मुक्त_भारत #CongressMukTBharat #DalalMuktBharta 

@ArvindKejriwal
@R…",,"Delhi, NY"
"RT @Kaamdar_prasant: @RakeshTikaitBKU toolkit OF #andolanjivi 

#पाखंड_मुक्त_भारत #CongressMukTBharat #DalalMuktBharta 

@ArvindKejriwal
@R…",,"Delhi, NY"
"@PSANTU2 @M_Chakraborty16 @ndtv @BJP4India @INCIndia @Pradeep_Mahaur @BJP4Bengal @AmitShah @narendramodi @DilipGhoshBJP ,,, why do U think that he should be the CM of state Like WB,, !! I mean what is very special in him ?🤐😱

#kyabathaii",,India 
"#KhalistaniTerrorists #RakeshTikaitExposed 

He is paying 200 ra per day to rant Modi #RakeshTikaitExposed 

@Shehzad_Ind @nandkrchoudhry7",,"Delhi, NY"
"RT @IjoydeepRoy: Dramebaaz WB CM #MamataBanerjee !!!

        ""Plaster should get done 90°.""

     Any Orthopedic Doctor can confirm !? htt…",,
"#KhalistaniTerrorists #RakeshTikaitExposed 

He is paying 200 ra per day to rant Modi #RakeshTikaitExposed 

@Shehzad_Ind @nandkrchoudhry7",,"Delhi, NY"
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @IjoydeepRoy: Indeed @MamataOfficial this one is perfect, even better ,may be you should some makeup, so you can be be pretty inside too…",,
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
""" Neither Stars, Nor Star Campaigners in Didi's Party - Dilip Ghosh @DilipGhoshBJP @MamataOfficial #Bengal #BengalElection2021",,"New Delhi, India"
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"Tripura, India"
"@RiaRevealed @MohdMasih3 @smritiirani @narendramodi @BJP4India @BJP4Bengal @SuvenduWB Every successful Politician/Mass leader have great oratory skill.
Pappu lacks oratory skills. 
Speaking fluently in multiple languages is an added advantage as languages are one of the medium to connect with masses.",,The Earth
"@NuraRadha But 4u the chapter shouldn't have been SG joining BJP. His past while his association with the Commies , his deeds, his actions was an open book to all those who know him closely. He was/ is and will remain a Gunda. I used to, but I am not voting @BJP4Bengal if he is induced.",,भारत India
"RT @idnani_nandini: Dilip Ghosh absolutely right TMC breaking no star campaigner left in the party 

He won't? Didi on Kisan Saman Nidhi &amp;…",,Isle of Man
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,barwani 
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,
"RT @ShamsherSLive: "" Neither Stars, Nor Star Campaigners in Didi's Party - Dilip Ghosh @DilipGhoshBJP @MamataOfficial #Bengal #BengalElecti…",,
@ShamsherSLive @DilipGhoshBJP @MamataOfficial True,,
RT @RajibBanerjeeWB: Leaving for Delhi for an urgent election meeting. @DilipGhoshBJP  @SuvenduWB https://t.co/6Q3AvuC6cB,,
"RT @TimesNow: This weekend, on Frankly Speaking, West Bengal BJP President @DilipGhoshBJP joins Navika Kumar and opens up on @MamataOfficia…",,"Paschim Banga, India"
RT @smritiirani: Didi says ‘Khela Hobe’ but West Bengal’s ‘Asol Poriborton’ will be done by PM @narendramodi Ji. Nandigram and West Bengal…,,"भिलाई, भारत"
"Didi try to target PM @narendramodi in HINDI. Very funny...
#BattleForBengal @RahulGandhi 
@INCIndia @BJP4Keralam @INCKerala @BJP4Puducherry @INCPuducherry @BJP4Assam @INCAssam @arivalayam @BJP4Bengal @INCWestBengal
@NitishKumar @RahulGandhi 
@INCIndia @BJP4India @RakeshTikaitBKU https://t.co/CoLpRAOeFC",,India
"RT @SaketGokhale: How Saradha Scam accused Mukul Roy is living off taxpayer funds in a plush Lutyens bungalow courtesy the BJP:

BJP's Muku…",,
"RT @TimesNow: This weekend, on Frankly Speaking, West Bengal BJP President @DilipGhoshBJP joins Navika Kumar and opens up on @MamataOfficia…",,Belghoria
"RT @TimesNow: This weekend, on Frankly Speaking, West Bengal BJP President @DilipGhoshBJP joins Navika Kumar and opens up on @MamataOfficia…",,nandigram
